Nume,Email,Judet,Telefon,Tip
"ANINA",primar@anina.ro,CARAS-SEVERIN,,Primarie Oras
"BAILE HERCULANE",primbh@yahoo.com,CARAS-SEVERIN,,Primarie Oras
"BOCSA",primariabocsa@yahoo.com,CARAS-SEVERIN,,Primarie Oras
"MOLDOVA NOUA",primaria@pmn.ro,CARAS-SEVERIN,,Primarie Oras
"ORAVITA",oravitaprimarie@gmail.com,CARAS-SEVERIN,,Primarie Oras
"OTELU ROSU",primaria_otelurosu@yahoo.com,CARAS-SEVERIN,,Primarie Oras
"ARMENIS",primaria_armenis@yahoo.com,CARAS-SEVERIN,,Primarie
"BANIA",pavel.ban@cs.ro,CARAS-SEVERIN,,Primarie
"BAUTAR",primaria.bautar@googlemail.com,CARAS-SEVERIN,,Primarie
"BERLISTE",primaria_berliste@yahoo.com,CARAS-SEVERIN,,Primarie
"BERZASCA",berzeasca_cs@yahoo.com,CARAS-SEVERIN,,Primarie
"BERZOVIA",primaria.berzovia@yahoo.com,CARAS-SEVERIN,,Primarie
"BOLVASNITA",primaria.bolvasnita@gmail.com,CARAS-SEVERIN,,Primarie
"BOZOVICI",p_bozovici@yahoo.com,CARAS-SEVERIN,,Primarie
"BREBU",primaria_brebu@yahoo.com,CARAS-SEVERIN,,Primarie
"BREBU NOU",primaria.garina@yahoo.com,CARAS-SEVERIN,,Primarie
"BUCHIN",primar@primariabuchin.ro,CARAS-SEVERIN,,Primarie
"BUCOSNITA",primar@primariabucosnita.ro,CARAS-SEVERIN,,Primarie
"CARASOVA",primaria.carasova@yahoo.com,CARAS-SEVERIN,,Primarie
"CARBUNARI",primaria@yahoo.com,CARAS-SEVERIN,,Primarie
"CICLOVA ROMANA",primariaciclovaromana@yahoo.com,CARAS-SEVERIN,,Primarie
"CIUDANOVITA",primaria_ciudanovita@yahoo.com,CARAS-SEVERIN,,Primarie
"CONSTANTIN DAICOVICIU",primariacavaran@yahoo.com,CARAS-SEVERIN,,Primarie
"COPACELE",primariacopacele@yahoo.com,CARAS-SEVERIN,,Primarie
"CORNEA",primariacorneacs@yahoo.com,CARAS-SEVERIN,,Primarie
"CORNEREVA",primaria.cornereva@yahoo.com,CARAS-SEVERIN,,Primarie
"CORONINI",primar@primariacoronini.ro,CARAS-SEVERIN,,Primarie
"DALBOSET",primariadalboset@rdslink.ro,CARAS-SEVERIN,,Primarie
"DOCLIN",primaria_doclin@cs.ro,CARAS-SEVERIN,,Primarie
"DOMASNEA",primariadomasnea@yahoo.com,CARAS-SEVERIN,,Primarie
"EFTIMIE MURGU",emurguprimar@yahoo.com,CARAS-SEVERIN,,Primarie
"EZERIS",primaria.ezeris@yahoo.com,CARAS-SEVERIN,,Primarie
"FARLIUG",primariafarliug@yahoo.com,CARAS-SEVERIN,,Primarie
"FOROTIC",primariaforotic@yahoo.com,CARAS-SEVERIN,,Primarie
"GLIMBOCA",primaria.glimboca@gmail.com,CARAS-SEVERIN,,Primarie
"GORUIA",primariagoruia@yahoo.com,CARAS-SEVERIN,,Primarie
"GRADINARI",primariagradinari@yahoo.com,CARAS-SEVERIN,,Primarie
"IABLANITA",primariaiablanita@yahoo.com,CARAS-SEVERIN,,Primarie
"LAPUSNICEL",primarialapusnicel_cs@yahoo.com,CARAS-SEVERIN,,Primarie
"LAPUSNICU MARE",primaria_lapusnicu_mare@yahoo.com,CARAS-SEVERIN,,Primarie
"LUNCAVITA",primaria_luncavita@yahoo.com,CARAS-SEVERIN,,Primarie
"LUPAC",lupacprimarie@personal.ro,CARAS-SEVERIN,,Primarie
"MARGA",primaria.marga@gmail.com,CARAS-SEVERIN,,Primarie
"MAURENI",primaria_maureni@yahoo.com,CARAS-SEVERIN,,Primarie
"MEHADIA",primar@primariamehadia.ro,CARAS-SEVERIN,,Primarie
"MEHADICA",ghimboasa@yahoo.com,CARAS-SEVERIN,,Primarie
"NAIDAS",primaria_naidas@yahoo.com,CARAS-SEVERIN,,Primarie
"OBREJA",obrejaprimarie@gmail.com,CARAS-SEVERIN,,Primarie
"OCNA DE FIER",primaria_ocnadefier@yahoo.com,CARAS-SEVERIN,,Primarie
"PALTINIS",primariapaltinis@yahoo.com,CARAS-SEVERIN,,Primarie
"POJEJENA",primariapojejena@yahoo.com,CARAS-SEVERIN,,Primarie
"PRIGOR",pr_prigor@yahoo.com,CARAS-SEVERIN,,Primarie
"RACASDIA",primariaracasdia@rdslink.ro,CARAS-SEVERIN,,Primarie
"RAMNA",primariaramna@yahoo.com,CARAS-SEVERIN,,Primarie
"RUSCA MONTANA",primariaruscamontana@yahoo.com,CARAS-SEVERIN,,Primarie
"SACU",primaria_sacu@yahoo.com,CARAS-SEVERIN,,Primarie
"SASCA MONTANA",popliceanion@yahoo.com,CARAS-SEVERIN,,Primarie
"SICHEVITA",primaria_sichevita@yahoo.com,CARAS-SEVERIN,,Primarie
"SLATINA-TIMIS",primaria@slatinatimis.ro,CARAS-SEVERIN,,Primarie
"SOCOL",primarsocol@yahoo.com,CARAS-SEVERIN,,Primarie
"SOPOTU NOU",primariasopotunou@yahoo.com,CARAS-SEVERIN,,Primarie
"TARNOVA",primar@primariatirnovacs.ro,CARAS-SEVERIN,,Primarie
"TEREGOVA",primaria_teregova@yahoo.com,CARAS-SEVERIN,,Primarie
"TICVANIU MARE",primariaticvaniumare@yahoo.com,CARAS-SEVERIN,,Primarie
"TOPLET",office@toplet.info,CARAS-SEVERIN,,Primarie
"TURNU RUIENI",primariaturnuruieni@gmail.com,CARAS-SEVERIN,,Primarie
"VALIUG",primariavaliug@yahoo.com,CARAS-SEVERIN,,Primarie
"VARADIA",primaria_varadia@yahoo.com,CARAS-SEVERIN,,Primarie
"VERMES",primariavermes@vermes.ro,CARAS-SEVERIN,,Primarie
"VRANI",vrani.romania@gmail.com,CARAS-SEVERIN,,Primarie
"ZAVOI",webmaster@zavoi.ro,CARAS-SEVERIN,,Primarie
"ZORLENTU MARE",primariazorlentumare@yahoo.com,CARAS-SEVERIN,,Primarie
"CLUJ-NAPOCA",administratiepublica@primariaclujnapoca.ro,CLUJ,,Primarie Municipiu
"CAMPIA TURZII",primaria@campiaturzii.ro,CLUJ,,Primarie Municipiu
"DEJ",primaria@dej.ro,CLUJ,,Primarie Municipiu
"GHERLA",primar_gherla@yahoo.com,CLUJ,,Primarie Municipiu
"TURDA",primturda@yahoo.com,CLUJ,,Primarie Municipiu
"HUEDIN",primar@primariahuedin.ro,CLUJ,,Primarie Oras
"AGHIRESU",aghiresu@yahoo.com,CLUJ,,Primarie
"AITON",primariaaiton_ro@yahoo.com,CLUJ,,Primarie
"ALUNIS",primariaalunis@yahoo.com,CLUJ,,Primarie
"APAHIDA",fionel_apahida@yahoo.com,CLUJ,,Primarie
"ASCHILEU",primariaaschileu@yahoo.com,CLUJ,,Primarie
"BACIU",primariabaciu@yahoo.com,CLUJ,,Primarie
"BAISOARA",primariabaisoara@yahoo.com,CLUJ,,Primarie
"BOBALNA",primar@primariabobilna.ro,CLUJ,,Primarie
"BONTIDA",primariabontida@yahoo.com,CLUJ,,Primarie
"BORSA",primariaborsa@yahoo.com,CLUJ,,Primarie
"CAIANU",primaria_caianu@yahoo.com,CLUJ,,Primarie
"CALARASI",secretar2006@yahoo.com,CLUJ,,Primarie
"CALATELE",primar@primariacalatele.ro,CLUJ,,Primarie
"CAPUSU MARE",pcapusu@yahoo.com,CLUJ,,Primarie
"CASEIU",primarcaseiu@yahoo.com,CLUJ,,Primarie
"CATCAU",primar68@yahoo.com,CLUJ,,Primarie
"CATINA",primariacatina@yahoo.com,CLUJ,,Primarie
"CEANU MARE",primar@ceanu-mare.ro,CLUJ,,Primarie
"CHINTENI",primariachinteni@yahoo.com,CLUJ,,Primarie
"CHIUIESTI",primariachiuiesti@yahoo.com,CLUJ,,Primarie
"CIUCEA",primaria_ciucea@yahoo.com,CLUJ,,Primarie
"CIURILA",primaria_ciurila@yahoo.com,CLUJ,,Primarie
"COJOCNA",admcojocna@yahoo.com,CLUJ,,Primarie
"CORNESTI",primariacornesti@yahoo.com,CLUJ,,Primarie
"CUZDRIOARA",cuzdrioaraadm@yahoo.com,CLUJ,,Primarie
"DABACA",primariadabaca@yahoo.com,CLUJ,,Primarie
"FIZESU GHERLII",primariafizesu@yahoo.com,CLUJ,,Primarie
"FLORESTI",primar@yahoo.com,CLUJ,,Primarie
"FRATA",frata_primarie@yahoo.com,CLUJ,,Primarie
"GARBAU",primaria.garbau@yahoo.com,CLUJ,,Primarie
"GEACA",primar@primariageaca.ro,CLUJ,,Primarie
"GILAU",primariagilau@yahoo.com,CLUJ,,Primarie
"ICLOD",primaria.iclod@yahoo.com,CLUJ,,Primarie
"IZVORU CRISULUI",izvorucrisului@hotmail.com,CLUJ,,Primarie
"JICHISU DE JOS",primariajichis@yahoo.com,CLUJ,,Primarie
"JUCU",office@primariajucu.ro,CLUJ,,Primarie
"LUNA",primaria_luna@yahoo.com,CLUJ,,Primarie
"MAGURI-RACATAU",primariamaguriracatau@yahoo.com,CLUJ,,Primarie
"MANASTIRENI",primariamanastireni@yahoo.com,CLUJ,,Primarie
"MARGAU",suciu_srn@yahoo.com,CLUJ,,Primarie
"MARISEL",mariselului@yahoo.com,CLUJ,,Primarie
"MICA",integrare_mica@yahoo.com,CLUJ,,Primarie
"MIHAI VITEAZU",primariamihaiviteazu@yahoo.com,CLUJ,,Primarie
"MINTIU GHERLII",primaria.mintiu.gherlii@personal.ro,CLUJ,,Primarie
"MOCIU",primar@primariamociu.ro,CLUJ,,Primarie
"MOLDOVENESTI",pmoldovenesti@yahoo.com,CLUJ,,Primarie
"NEGRENI",info@primarianegreni.ro,CLUJ,,Primarie
"PALATCA",primariapalatca@yahoo.com,CLUJ,,Primarie
"PANTICEU",panticeuadm@yahoo.com,CLUJ,,Primarie
"PLOSCOS",primariaploscos@yahoo.com,CLUJ,,Primarie
"POIENI",primaria_poienicj@yahoo.com,CLUJ,,Primarie
"RECEA-CRISTUR",primarierecea@yahoo.com,CLUJ,,Primarie
"RISCA",primaria_rasca@yahoo.com,CLUJ,,Primarie
"SACUIEU",pi.secretarsacuieu@yahoo.com,CLUJ,,Primarie
"SANCRAIU",sancraiu@sancraiu.ro,CLUJ,,Primarie
"SANDULESTI",primaria.sandulesti@yahoo.com,CLUJ,,Primarie
"SANMARTIN",primaria@primariasanmartin.ro,CLUJ,,Primarie
"SANPAUL",primar@primariasinpaul.ro,CLUJ,,Primarie
"SAVADISLA",primsav@yahoo.com,CLUJ,,Primarie
"SUATU",primariasuatu@yahoo.com,CLUJ,,Primarie
"TAGA",crinamoga@yahoo.com,CLUJ,,Primarie
"TRITENII DE JOS",primaria.triteniidejos@yahoo.com,CLUJ,,Primarie
"VAD",primariavad@yahoo.com,CLUJ,,Primarie
"VALEA IERII",primaria_valea_ierii@yahoo.com,CLUJ,,Primarie
"VIISOARA",primariaviisoara@yahoo.com,CLUJ,,Primarie
"VULTURENI",primaria_vultureni@yahoo.com,CLUJ,,Primarie
"MANGALIA",primarie@mangalia.ro,CONSTANTA,,Primarie Municipiu
"MEDGIDIA",primaria_medgidia@yahoo.com,CONSTANTA,,Primarie Municipiu
"BANEASA",primariabaneasa@yahoo.com,CONSTANTA,,Primarie Oras
"CERNAVODA",primaria@cernavoda.ro,CONSTANTA,,Primarie Oras
"HARSOVA",secretariat@primaria-harsova.ro,CONSTANTA,,Primarie Oras
"NAVODARI",secretariat@primaria-navodari.ro,CONSTANTA,,Primarie Oras
"NEGRU VODA",primaria_negruvoda@yahoo.com,CONSTANTA,,Primarie Oras
"OVIDIU",primaria_ovidiu@yahoo.com,CONSTANTA,,Primarie Oras
"ADAMCLISI",primariaadamclisi@yahoo.com,CONSTANTA,,Primarie
"AGIGEA",secretariat@primaria-agigea.ro,CONSTANTA,,Primarie
"ALBESTI",primaria_loc.albesti@yahoo.com,CONSTANTA,,Primarie
"ALIMAN",primaria_aliman@yahoo.com,CONSTANTA,,Primarie
"AMZACEA",primariaamzacea@yahoo.com,CONSTANTA,,Primarie
"CASTELU",casteluprimariacomunei@yahoo.com,CONSTANTA,,Primarie
"CERCHEZU",secretar@primariacerchezu.ro,CONSTANTA,,Primarie
"CHIRNOGENI",secretar@primaria-chirnogeni.ro,CONSTANTA,,Primarie
"CIOBANU",primariaciobanu@yahoo.com,CONSTANTA,,Primarie
"CIOCARLIA",primariaciocirlia@yahoo.com,CONSTANTA,,Primarie
"COBADIN",primariacobadin@yahoo.com,CONSTANTA,,Primarie
"COGEALAC",contact@primariacogealac.ro,CONSTANTA,,Primarie
"COMANA",primar@primaria-comana.ro,CONSTANTA,,Primarie
"CUMPANA",primaria_cumpana@yahoo.com,CONSTANTA,,Primarie
"DELENI",primariadeleni@yahoo.com,CONSTANTA,,Primarie
"DOBROMIR",primariadobromir@yahoo.com,CONSTANTA,,Primarie
"DUMBRAVENI",primariadumbraveni@yahoo.com,CONSTANTA,,Primarie
"FANTANELE",primaria_fantanele@yahoo.com,CONSTANTA,,Primarie
"GARLICIU",primariagarliciu@yahoo.com,CONSTANTA,,Primarie
"GHINDARESTI",ghindaresti_pri@yahoo.com,CONSTANTA,,Primarie
"GRADINA",primaria_gradina@yahoo.com,CONSTANTA,,Primarie
"HORIA",primariahoriact@yahoo.com,CONSTANTA,,Primarie
"INDEPENDENTA",primariaindependenta@yahoo.com,CONSTANTA,,Primarie
"ION CORVIN",primariaioncorvin@yahoo.com,CONSTANTA,,Primarie
"ISTRIA",secretar.istria@gmail.com,CONSTANTA,,Primarie
"LIMANU",secretar@primarialimanu.ro,CONSTANTA,,Primarie
"LUMINA",contact@primaria-lumina.ro,CONSTANTA,,Primarie
"MERENI",primaria.mereni@yahoo.com,CONSTANTA,,Primarie
"MIHAI VITEAZU",primaria_mv@hotmail.com,CONSTANTA,,Primarie
"MIHAIL KOGALNICEANU",primaria_m_k_cta@yahoo.com,CONSTANTA,,Primarie
"MIRCEA VODA",primar@primaria-mirceavoda.ro,CONSTANTA,,Primarie
"OLTINA",primaria_oltina@yahoo.com,CONSTANTA,,Primarie
"OSTROV",primariaostrov@yahoo.com,CONSTANTA,,Primarie
"PANTELIMON",pantelimon.primaria@yahoo.com,CONSTANTA,,Primarie
"PECINEAGA",primaria_pecineaga@yahoo.com,CONSTANTA,,Primarie
"PESTERA",primariapestera@yahoo.com,CONSTANTA,,Primarie
"POARTA ALBA",primariapa@yahoo.com,CONSTANTA,,Primarie
"RASOVA",primariarasova@gmail.com,CONSTANTA,,Primarie
"SACELE",primariasacele@yahoo.com,CONSTANTA,,Primarie
"SALIGNY",primariasaligny@yahoo.com,CONSTANTA,,Primarie
"SARAIU",primariasaraiu@yahoo.com,CONSTANTA,,Primarie
"SEIMENI",primariaseimeni@yahoo.com,CONSTANTA,,Primarie
"SILISTEA",primaria_silistea@yahoo.com,CONSTANTA,,Primarie
"TARGUSOR",primarie_tirgusor@yahoo.com,CONSTANTA,,Primarie
"TOPALU",tomafmcn@gmail.com,CONSTANTA,,Primarie
"TOPRAISAR",secretar@primaria-topraisar.ro,CONSTANTA,,Primarie
"TUZLA",urbanism_tuzla@yahoo.co.uk,CONSTANTA,,Primarie
"VALU LUI TRAIAN",secretar@valu-lui-traian.ro,CONSTANTA,,Primarie
"VULTURU",gabrielababalic@yahoo.com,CONSTANTA,,Primarie
"BARAOLT",secretar@primariabaraolt.ro,COVASNA,,Primarie Oras
"COVASNA",secretar@primariacovasna.ro,COVASNA,,Primarie Oras
"INTORSURA BUZAULUI",pib@intorsurabuzaului.ro,COVASNA,,Primarie Oras
"AITA MARE",primariaaitamare@gmail.com,COVASNA,,Primarie
"ARCUS",arkos@planet.ro,COVASNA,,Primarie
"BARCANI",primaria.barcani@yahoo.com,COVASNA,,Primarie
"BATANI",bacon@cosys.ro,COVASNA,,Primarie
"BELIN",vajdapiroska@freemail.hu,COVASNA,,Primarie
"BIXAD",comunabixad@yahoo.com,COVASNA,,Primarie
"BODOC",bodoc@planet.ro,COVASNA,,Primarie
"BOROSNEU MARE",primariabmare@yahoo.com,COVASNA,,Primarie
"BRADUT",bardoc@cosys.ro,COVASNA,,Primarie
"BRATES",primariabrates@yahoo.com,COVASNA,,Primarie
"BRETCU",bretcu@consloc.ro,COVASNA,,Primarie
"CATALINA",primariacatalina@yahoo.com,COVASNA,,Primarie
"CERNAT",comunacernat@yahoo.com,COVASNA,,Primarie
"CHICHIS",secretar_kokos@cosys.ro,COVASNA,,Primarie
"COMANDAU",cl_comandau@yahoo.com,COVASNA,,Primarie
"DALNIC",primariadalnic@consloc.ro,COVASNA,,Primarie
"DOBARLAU",clsdobirlau@yahoo.com,COVASNA,,Primarie
"ESTELNIC",esztelnek@consloc.ro,COVASNA,,Primarie
"GHELINTA",gelence_tanacs@yahoo.com,COVASNA,,Primarie
"GHIDFALAU",comunaghidfalau@yahoo.com,COVASNA,,Primarie
"HAGHIG",juridic@primariahaghig.ro,COVASNA,,Primarie
"ILIENI",ilieni@cosys.ro,COVASNA,,Primarie
"LEMNIA",primarialemnia@yahoo.com,COVASNA,,Primarie
"MALNAS",malnas2004@yahoo.com,COVASNA,,Primarie
"MERENI",jancso2002@yahoo.com,COVASNA,,Primarie
"MICFALAU",primariamicfalau@yahoo.com,COVASNA,,Primarie
"MOACSA",makpolghiv@hotmail.com,COVASNA,,Primarie
"OJDULA",pjudit65@yahoo.com,COVASNA,,Primarie
"POIAN",poian@cosys.ro,COVASNA,,Primarie
"RECI",primariareci@yahoo.com,COVASNA,,Primarie
"SANZIENI",primaria.sanzieni@polyp.ro,COVASNA,,Primarie
"SITA BUZAULUI",sitabuzaului@yahoo.com,COVASNA,,Primarie
"VALCELE",primariavilcelecv@gmail.com,COVASNA,,Primarie
"VALEA CRISULUI",primariavaleacrisului@yahoo.com,COVASNA,,Primarie
"ZABALA",primzabala@yahoo.com,COVASNA,,Primarie
"ZAGON",office@primariazagon.ro,COVASNA,,Primarie
"TARGOVISTE",primarulmunicipiuluitargoviste@pmtgv.ro,DAMBOVITA,,Primarie Municipiu
" MORENI",contact@primariamoreni.ro,DAMBOVITA,,Primarie Municipiu
"FIENI",fieni.primaria@gmail.com,DAMBOVITA,,Primarie Oras
"PUCIOASA",info@primpuc.ro,DAMBOVITA,,Primarie Oras
"ANINOASA",aninoasadb@yahoo.com,DAMBOVITA,,Primarie
"BALENI",primaria_baleni@yahoo.com,DAMBOVITA,,Primarie
"BARBULETU",primaria_barbuletu@yahoo.com,DAMBOVITA,,Primarie
"BEZDEAD",primaria_bezdead@yahoo.com,DAMBOVITA,,Primarie
"BILCIURESTI",primaria.bilciuresti@gmail.com,DAMBOVITA,,Primarie
"BRANESTI",primaria.branesti@yahoo.com,DAMBOVITA,,Primarie
"BRANISTEA",primaria.branistea@yahoo.com,DAMBOVITA,,Primarie
"BREZOAELE",primaria_brezoaele@yahoo.com,DAMBOVITA,,Primarie
"BUCIUMENI",primariabuciumeni@yahoo.com,DAMBOVITA,,Primarie
"BUCSANI",primaria.bucsani@gmail.com,DAMBOVITA,,Primarie
"BUTIMANU",primariabutimanu@gmail.com,DAMBOVITA,,Primarie
"CANDESTI",candesti_dambovita@yahoo.com,DAMBOVITA,,Primarie
"CIOCANESTI",vioricamanzu@yahoo.com,DAMBOVITA,,Primarie
"COBIA",cobiadambovita@yahoo.com,DAMBOVITA,,Primarie
"COJASCA",primar@primariacojasca.ro,DAMBOVITA,,Primarie
"COMISANI",primaria_comisani@yahoo.com,DAMBOVITA,,Primarie
"CONTESTI",contact@primariacontesti.ro,DAMBOVITA,,Primarie
"CORBII MARI",primaria_cm@yahoo.com,DAMBOVITA,,Primarie
"CORNATELU",cornateluprimaria@yahoo.com,DAMBOVITA,,Primarie
"CORNESTI",cornesti@cjd.ro,DAMBOVITA,,Primarie
"COSTESTII DIN VALE",d.primariacostestivale@yahoo.com,DAMBOVITA,,Primarie
"CRANGURILE",crangurile@cjd.ro,DAMBOVITA,,Primarie
"CREVEDIA",ciocanisteanuelena@gmail.com,DAMBOVITA,,Primarie
"DARMANESTI",primaria.darmanesti@yahoo.com,DAMBOVITA,,Primarie
"DOICESTI",doicesti@cjd.ro,DAMBOVITA,,Primarie
"DRAGODANA",pr_dragodana@yahoo.com,DAMBOVITA,,Primarie
"DRAGOMIRESTI",p_dragomiresti@yahoo.com,DAMBOVITA,,Primarie
"FINTA",primariafinta@yahoo.com,DAMBOVITA,,Primarie
"GURA FOII",primariagurafoii@yahoo.com,DAMBOVITA,,Primarie
"GURA SUTII",primariagurasutii@yahoo.com,DAMBOVITA,,Primarie
"HULUBESTI",primaria.hulubesti@yahoo.com,DAMBOVITA,,Primarie
"I. L. CARAGIALE",primariacaragiale@gmail.com,DAMBOVITA,,Primarie
"IEDERA",primaria.iedera@yahoo.com,DAMBOVITA,,Primarie
"LUCIENI",primaria_lucieni@yahoo.com,DAMBOVITA,,Primarie
"LUDESTI",primarialudesti@gmail.com,DAMBOVITA,,Primarie
"LUNGULETU",lunguletu_primaria@yahoo.com,DAMBOVITA,,Primarie
"MALU CU FLORI",primaria.malu@yahoo.com,DAMBOVITA,,Primarie
"MOGOSANI",prmogosani@yahoo.com,DAMBOVITA,,Primarie
"MOROENI",primaria_moroeni@yahoo.com,DAMBOVITA,,Primarie
"MORTENI",primariamorteni@yahoo.com,DAMBOVITA,,Primarie
"MOTAIENI",relatii@primariamotaieni.ro,DAMBOVITA,,Primarie
"NICULESTI",primaria@niculesti.ro,DAMBOVITA,,Primarie
"NUCET",nucet@cjd.ro,DAMBOVITA,,Primarie
"OCNITA",relatii@primariaocnita.ro,DAMBOVITA,,Primarie
"ODOBESTI",primaria_odobesti@yahoo.com,DAMBOVITA,,Primarie
"PERSINARI",primaria_persinari@yahoo.com,DAMBOVITA,,Primarie
"PETRESTI",primariapetresti@yahoo.com,DAMBOVITA,,Primarie
"PIETRARI",pietraridambovita@yahoo.com,DAMBOVITA,,Primarie
"PIETROSITA",pietrosita@gmail.com,DAMBOVITA,,Primarie
"POIANA",primaria_poianadambovita@yahoo.com,DAMBOVITA,,Primarie
"POTLOGI",primariapotlogi@yahoo.com,DAMBOVITA,,Primarie
"PRODULESTI",primaria.produlesti@yahoo.com,DAMBOVITA,,Primarie
"PUCHENI",primariapucheni@yahoo.com,DAMBOVITA,,Primarie
"RASCAETI",prascaeti@yahoo.com,DAMBOVITA,,Primarie
"RAZVAD",razvad@cjd.ro,DAMBOVITA,,Primarie
"RUNCU",cojocaruaur@yahoo.com,DAMBOVITA,,Primarie
"SALCIOARA",primarie@salcioara.infoprimarie.ro,DAMBOVITA,,Primarie
"SELARU",primaria.selarudb@gmail.com,DAMBOVITA,,Primarie
"SLOBOZIA MOARA",primariasloboziamoara@gmail.com,DAMBOVITA,,Primarie
"SOTANGA",sotanga@cjd.ro,DAMBOVITA,,Primarie
"TARTASESTI",primaria_tartasesti@yahoo.com,DAMBOVITA,,Primarie
"TATARANI",primariatatarani@yahoo.com,DAMBOVITA,,Primarie
"ULIESTI",primaria_uliesti@yahoo.com,DAMBOVITA,,Primarie
"ULMI",primaria.ulmi@yahoo.com,DAMBOVITA,,Primarie
"VACARESTI",primariavacaresti@yahoo.com,DAMBOVITA,,Primarie
"VALEA LUNGA",niconic65@yahoo.com,DAMBOVITA,,Primarie
"VALEA MARE",primariavaleamaredb@yahoo.com,DAMBOVITA,,Primarie
"VALENI-DIMBOVITA",valenib@yahoo.com,DAMBOVITA,,Primarie
"VIRFURI",primariavarfuri@yahoo.com,DAMBOVITA,,Primarie
"VISINA",primariavisina_db@yahoo.com,DAMBOVITA,,Primarie
"VISINESTI",primariavisinesti@gmail.com,DAMBOVITA,,Primarie
"VLADENI",primariavladeni@yahoo.com,DAMBOVITA,,Primarie
"VOINESTI",consiliullocalvoinesti@yahoo.com,DAMBOVITA,,Primarie
"VULCANA-BAI",secretar@vulcanabai.ro,DAMBOVITA,,Primarie
"VULCANA-PANDELE",vulcanapandele@cjd.ro,DAMBOVITA,,Primarie
"CRAIOVA",cv22primaria@cjdolj.ro,DOLJ,,Primarie Municipiu
"BAILESTI",bailesti@cjdolj.ro,DOLJ,,Primarie Municipiu
"CALAFAT",calafat@cjdolj.ro,DOLJ,,Primarie Municipiu
"BECHET",bechet@cjdolj.ro,DOLJ,,Primarie Oras
"DABULENI",dabuleni@cjdolj.ro,DOLJ,,Primarie Oras
"FILIASI",filiasi@cjdolj.ro,DOLJ,,Primarie Oras
"SEGARCEA",segarcea@cjdolj.ro,DOLJ,,Primarie Oras
"AFUMATI",afumati@cjdolj.ro,DOLJ,,Primarie
"ALMAJ",almaj@cjdolj.ro,DOLJ,,Primarie
"AMARASTII DE JOS",amarastii_de_jos@cjdolj.ro,DOLJ,,Primarie
"AMARASTII DE SUS",amarastii_de_sus@cjdolj.ro,DOLJ,,Primarie
"APELE VII",apele_vii@cjdolj.ro,DOLJ,,Primarie
"ARGETOAIA",argetoaia@cjdolj.ro,DOLJ,,Primarie
"BIRCA",barca@cjdolj.ro,DOLJ,,Primarie
"BISTRET",bistret@cjdolj.ro,DOLJ,,Primarie
"BOTOSESTI-PAIA",botosesti_paia@cjdolj.ro,DOLJ,,Primarie
"BRABOVA",brabova@cjdolj.ro,DOLJ,,Primarie
"BRADESTI",bradesti@@cjdolj.ro,DOLJ,,Primarie
"BRALOSTITA",bralostita@cjdolj.ro,DOLJ,,Primarie
"BRATOVOESTI",bratovoesti@cjdolj.ro,DOLJ,,Primarie
"BREASTA",breasta@cjdolj.ro,DOLJ,,Primarie
"BUCOVAT",bucovat@cjdolj.ro,DOLJ,,Primarie
"BULZESTI",bulzesti@cjdolj.ro,DOLJ,,Primarie
"CALARASI",calarasi@cjdolj.ro,DOLJ,,Primarie
"CALOPAR",calopar@cjdolj.ro,DOLJ,,Primarie
"CARAULA",caraula@cjdolj.ro,DOLJ,,Primarie
"CARCEA",carcea@cjdolj.ro,DOLJ,,Primarie
"CARNA",carna-dunareni@cjdolj.ro,DOLJ,,Primarie
"CARPEN",carpen@cjdolj.ro,DOLJ,,Primarie
"CASTRANOVA",castranova@cjdolj.ro,DOLJ,,Primarie
"CATANE",catane@cjdolj.ro,DOLJ,,Primarie
"CELARU",celaru@cjdolj.ro,DOLJ,,Primarie
"CERAT",cerat@cjdolj.ro,DOLJ,,Primarie
"CERNATESTI",cernatesti@cjdolj.ro,DOLJ,,Primarie
"CETATE",cetate@cjdolj.ro,DOLJ,,Primarie
"CIOROIASI",cioroiasi@cjdolj.ro,DOLJ,,Primarie
"CIUPERCENII NOI",ciupercenii_noi@cjdolj.ro,DOLJ,,Primarie
"COSOVENI",cosoveni@cjdolj.ro,DOLJ,,Primarie
"COTOFENII DIN DOS",cotofenii_din_dos@cjdolj.ro,DOLJ,,Primarie
"COTOFENII DIN FATA",cotofenii_din_fata@cjdolj.ro,DOLJ,,Primarie
"DANETI",daneti@cjdolj.ro,DOLJ,,Primarie
"DESA",desa@cjdolj.ro,DOLJ,,Primarie
"DIOSTI",diosti@cjdolj.ro,DOLJ,,Primarie
"DOBRESTI",dobresti@cjdolj.ro,DOLJ,,Primarie
"DOBROTESTI",dobrotesti@cjdolj.ro,DOLJ,,Primarie
"DRAGOTESTI",dragotesti@cjdolj.ro,DOLJ,,Primarie
"DRANIC",dranic@cjdolj.ro,DOLJ,,Primarie
"FARCAS",farcas@cjdolj.ro,DOLJ,,Primarie
"GALICEA MARE",galicea_mare@cjdolj.ro,DOLJ,,Primarie
"GALICIUICA",galiciuica@cjdolj.ro,DOLJ,,Primarie
"GHERCESTI",ghercesti@cjdolj.ro,DOLJ,,Primarie
"GHIDICI",ghidici@cjdolj.ro,DOLJ,,Primarie
"GHINDENI",ghindeni@cjdolj.ro,DOLJ,,Primarie
"GIGHERA",gighera@cjdolj.ro,DOLJ,,Primarie
