Nume,Email,Judet,Telefon,Tip
"SILISTEA-GUMESTI",primaria_silistea_gumesti@yahoo.com,JUDETUL TELEORMAN,,Primarie
"SIMLEU SILVANIEI",primaria_simleu@yahoo.com,JUDETUL SALAJ,,Primarie
"SINCA",primaria_sinca@yahoo.com,JUDETUL BRASOV,,Primarie
"SINESTI",primaria_sinesti@yahoo.com,JUDETUL VALCEA,,Primarie
"SINESTI",primaria_sinesti_il@yahoo.com,JUDETUL IALOMITA,,Primarie
"SIRNA",primaria_sirna@yahoo.com,JUDETUL PRAHOVA,,Primarie
"SLANIC MOLDOVA",primaria_sl@yahoo.com,JUDETUL BACAU,,Primarie
"SLATIOARA",primaria_slatioara@yahoo.com,JUDETUL VALCEA,,Primarie
"SLOBOZIA CIORASTI",primaria_sloboziaciorasti@yahoo.com,JUDETUL VRANCEA,,Primarie
"SNAGOV",primaria_snagov@yahoo.com,JUDETUL ILFOV,,Primarie
"SOFRONEA",primaria_sofronea@yahoo.com,JUDETUL ARAD,,Primarie
"SOHODOL",primaria_sohodol@yahoo.com,JUDETUL ALBA,,Primarie
"STANITA",primaria_stanita@yahoo.com,JUDETUL NEAMT,,Primarie
"STAUCENI",primaria_staucenibt@yahoo.com,JUDETUL BOTOSANI,,Primarie
"STEJARU",primaria_stejaru@yahoo.com,JUDETUL TULCEA,,Primarie
"STRAJA",primaria_straja@yahoo.com,JUDETUL SUCEAVA,,Primarie
"STREMT",primaria_stremt@yahoo.com,JUDETUL ALBA,,Primarie
"STROIESTI",primaria_stroiesti@yahoo.com,JUDETUL SUCEAVA,,Primarie
"STRUNGA",primaria_strunga@yahoo.com,JUDETUL IASI,,Primarie
"SUHARAU",primaria_suharau@yahoo.com,JUDETUL BOTOSANI,,Primarie
"SURDUC",primaria_surduc@yahoo.com,JUDETUL SALAJ,,Primarie
"TALPA",primaria_talpa@yahoo.com,JUDETUL TELEORMAN,,Primarie
"TANDAREI",primaria_tandarei@yahoo.com,JUDETUL IALOMITA,,Primarie
"TARLUNGENI",primaria_tarlungeni@yahoo.com,JUDETUL BRASOV,,Primarie
"TARTASESTI",primaria_tartasesti@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"TATARANI",primaria_tatarani@yahoo.com,JUDETUL VASLUI,,Primarie
"TATARUSI",primaria_tatarusi@yahoo.com,JUDETUL IASI,,Primarie
"TEREBESTI",primaria_terebesti@yahoo.com,JUDETUL SATU MARE,,Primarie
"TEREGOVA",primaria_teregova@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"TARGU LAPUS",primaria_tgl@yahoo.com,JUDETUL MARAMURES,,Primarie
"TIBUCANI",primaria_tibucani@yahoo.com,JUDETUL NEAMT,,Primarie
"TICLENI",primaria_ticleni@yahoo.com,JUDETUL GORJ,,Primarie
"TICUSU",primaria_ticus@yahoo.com,JUDETUL BRASOV,,Primarie
"TIHA BARGAULUI",primaria_tiha@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"TILEAGD",primaria_tileagd@yahoo.com,JUDETUL BIHOR,,Primarie
"TAMBOESTI",primaria_timboesti@yahoo.com,JUDETUL VRANCEA,,Primarie
"TIMISESTI",primaria_timisesti@yahoo.com,JUDETUL NEAMT,,Primarie
"TINOSU",primaria_tinosu@yahoo.com,JUDETUL PRAHOVA,,Primarie
"TARLISUA",primaria_tirlisua@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"TOPOLOG",primaria_topolog@yahoo.com,JUDETUL TULCEA,,Primarie
"TRIFESTI",primaria_trifesti@yahoo.com,JUDETUL IASI,,Primarie
"TRUSESTI",primaria_trusesti@yahoo.com,JUDETUL BOTOSANI,,Primarie
"TULGHES",primaria_tulghes@yahoo.com,JUDETUL HARGHITA,,Primarie
"TURBUREA",primaria_turburea@yahoo.com,JUDETUL GORJ,,Primarie
"UCEA",primaria_ucea@yahoo.com,JUDETUL BRASOV,,Primarie
"UDA",primaria_uda@yahoo.com,JUDETUL ARGES,,Primarie
"UIVAR",primaria_uivar@yahoo.com,JUDETUL TIMIS,,Primarie
"ULIESTI",primaria_uliesti@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"ULMENI",primaria_ulmeni@yahoo.com,JUDETUL CALARASI,,Primarie
"ULMU",primaria_ulmu@yahoo.com,JUDETUL BRAILA,,Primarie
"UNIREA",primaria_unirea@yahoo.com,JUDETUL BRAILA,,Primarie
"UNTENI",primaria_untenibt@yahoo.com,JUDETUL BOTOSANI,,Primarie
"URECHENI",primaria_urecheni@yahoo.com,JUDETUL NEAMT,,Primarie
"URIU",primaria_uriu@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"VACULESTI",primaria_vaculesti@yahoo.com,JUDETUL BOTOSANI,,Primarie
"VADU MOLDOVEI",primaria_vadu_moldovei@yahoo.com,JUDETUL SUCEAVA,,Primarie
"VAGIULESTI",primaria_vagiulesti@yahoo.com,JUDETUL GORJ,,Primarie
"VALCANI",primaria_valcani@yahoo.com,JUDETUL TIMIS,,Primarie
"VALEA ARGOVEI",primaria_valea_argovei@yahoo.com,JUDETUL CALARASI,,Primarie
"VALEA IERII",primaria_valea_ierii@yahoo.com,JUDETUL CLUJ,,Primarie
"VALEA LUPULUI",primaria_valealupului@yahoo.com,JUDETUL IASI,,Primarie
"VAMA",primaria_vama@yahoo.com,JUDETUL SUCEAVA,,Primarie
"VARADIA",primaria_varadia@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"VARIAS",primaria_varias@yahoo.com,JUDETUL TIMIS,,Primarie
"VASCAU",primaria_vascau@yahoo.com,JUDETUL BIHOR,,Primarie
"VERESTI",primaria_veresti@yahoo.com,JUDETUL SUCEAVA,,Primarie
"VETEL",primaria_vetel@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"VETIS",primaria_vetis@yahoo.com,JUDETUL SATU MARE,,Primarie
"VALEA IASULUI",primaria_viasului@yahoo.com,JUDETUL ARGES,,Primarie
"VIDRA",primaria_vidra_ab@yahoo.com,JUDETUL ALBA,,Primarie
"VIISOARA",primaria_viisoara_vs@yahoo.com,JUDETUL VASLUI,,Primarie
"VALCELELE",primaria_vilcelele@yahoo.com,JUDETUL CALARASI,,Primarie
"VISEU DE JOS",primaria_viseu_de_jos@yahoo.com,JUDETUL MARAMURES,,Primarie
"VLASINESTI",primaria_vlasinesti@yahoo.com,JUDETUL BOTOSANI,,Primarie
"VOITINEL",primaria_voitinel@yahoo.com,JUDETUL SUCEAVA,,Primarie
"VORNICENI",primaria_vorniceni@yahoo.com,JUDETUL BOTOSANI,,Primarie
"VORONA",primaria_vorona@yahoo.com,JUDETUL BOTOSANI,,Primarie
"VORTA",primaria_vorta@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"VALEA TEILOR",primaria_vt@yahoo.com,JUDETUL TULCEA,,Primarie
"VULTURENI",primaria_vultureni@yahoo.com,JUDETUL CLUJ,,Primarie
"VURPAR",primaria_vurpar@yahoo.com,JUDETUL SIBIU,,Primarie
"ZAM",primaria_zam@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"ZAMOSTEA",primaria_zamostea@yahoo.com,JUDETUL SUCEAVA,,Primarie
"ZAPODENI",primaria_zapodeni_vaslui@yahoo.fr,JUDETUL VASLUI,,Primarie
"ZATRENI",primaria_zatreni@yahoo.com,JUDETUL VALCEA,,Primarie
"ZIDURI",primaria_ziduri2008@yahoo.com,JUDETUL BUZAU,,Primarie
"ZVORISTEA",primaria_zvoristea@yahoo.com,JUDETUL SUCEAVA,,Primarie
"ABRUD",primariaabrud@yahoo.com,JUDETUL ALBA,,Primarie
"ACIS",primariaacas@yahoo.com,JUDETUL SATU MARE,,Primarie
"ALEXANDRU CEL BUN",primariaacbnt@yahoo.com,JUDETUL NEAMT,,Primarie
"ADAMCLISI",primariaadamclisi@yahoo.com,JUDETUL CONSTANTA,,Primarie
"ADJUD",primariaadjud@gmail.com,JUDETUL VRANCEA,,Primarie
"AGAPIA",primariaagapia@yahoo.com,JUDETUL NEAMT,,Primarie
"AGAS",primariaagas@yahoo.com,JUDETUL BACAU,,Primarie
"AITA MARE",primariaaitamare@gmail.com,JUDETUL COVASNA,,Primarie
"AITON",primariaaiton_ro@yahoo.com,JUDETUL CLUJ,,Primarie
"ALBESTI-PALEOLOGU",primariaalbesti@clicknet.ro,JUDETUL PRAHOVA,,Primarie
"ALBESTII DE MUSCEL",primariaalbesti@yahoo.com,JUDETUL ARGES,,Primarie
"ALMASU",primariaalmasu.salaj@yahoo.com,JUDETUL SALAJ,,Primarie
"ALUNIS",primariaalunis@yahoo.com,JUDETUL CLUJ,,Primarie
"AMZACEA",primariaamzacea@yahoo.com,JUDETUL CONSTANTA,,Primarie
"ANDRID",primariaandrid@yahoo.com,JUDETUL SATU MARE,,Primarie
"ANINOASA",primariaaninoasa@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"ARCANI",primariaarcani@yahoo.com,JUDETUL GORJ,,Primarie
"ARCHIS",primariaarchis@yahoo.com,JUDETUL ARAD,,Primarie
"ARDEOANI",primariaardeoani@yahoo.com,JUDETUL BACAU,,Primarie
"ARICESTII ZELETIN",primariaaricesti@yahoo.com,JUDETUL PRAHOVA,,Primarie
"ARIESENI",primariaarieseni@yahoo.com,JUDETUL ALBA,,Primarie
"ARONEANU",primariaaroneanu@yahoo.com,JUDETUL IASI,,Primarie
"ASCHILEU",primariaaschileu@yahoo.com,JUDETUL CLUJ,,Primarie
"ATID",primariaatid@citromail.hu,JUDETUL HARGHITA,,Primarie
"AUGUSTIN",primariaaugustin@yahoo.com,JUDETUL BRASOV,,Primarie
"AVRAM IANCU",primariaavramiancu@mail.ro,JUDETUL ALBA,,Primarie
"AXINTELE",primariaaxintele@yahoo.com,JUDETUL IALOMITA,,Primarie
"BABAITA",primariababaita@yahoo.com,JUDETUL TELEORMAN,,Primarie
"BABANA",primariababana@yahoo.com,JUDETUL ARGES,,Primarie
"BABICIU",primariababiciu@judetulolt.ro,JUDETUL OLT,,Primarie
"BACANI",primariabacani@yahoo.com,JUDETUL VASLUI,,Primarie
"BACIA",primariabacia@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"BACIU",primariabaciu@yahoo.com,JUDETUL CLUJ,,Primarie
"BAIA",primariabaia@yahoo.com,JUDETUL TULCEA,,Primarie
"BAISOARA",primariabaisoara@yahoo.com,JUDETUL CLUJ,,Primarie
"BAIUT",primariabaiut@yahoo.com,JUDETUL MARAMURES,,Primarie
"BALABANESTI",primariabalabanesti@yahoo.com,JUDETUL GALATI,,Primarie
"BALACEANU",primariabalaceanu@gmail.com,JUDETUL BUZAU,,Primarie
"BALAN",primariabalan@yahoo.com,JUDETUL SALAJ,,Primarie
"BALANESTI",primariabalanesti@yahoo.com,JUDETUL GORJ,,Primarie
"BALASESTI",primariabalasesti@yahoo.com,JUDETUL GALATI,,Primarie
"BALCANI",primariabalcani@yahoo.com,JUDETUL BACAU,,Primarie
"BALCAUTI",primariabalcauti@yahoo.com,JUDETUL SUCEAVA,,Primarie
"BALENI",primariabaleni@yahoo.com,JUDETUL GALATI,,Primarie
"BALESTI",primariabalesti@yahoo.com,JUDETUL GORJ,,Primarie
"BALINT",primariabalint@yahoo.com,JUDETUL TIMIS,,Primarie
"BALTA ALBA",primariabaltaalba@gmail.com,JUDETUL BUZAU,,Primarie
"BALTATI",primariabaltati_is@yahoo.com,JUDETUL IASI,,Primarie
"BALTENI",primariabalteni@adslexpress.ro,JUDETUL OLT,,Primarie
"BALTENI",primariabaltenivs@yahoo.com,JUDETUL VASLUI,,Primarie
"BALUSENI",primariabaluseni@yahoo.com,JUDETUL BOTOSANI,,Primarie
"BANEASA",primariabaneasa@yahoo.com,JUDETUL CONSTANTA,,Primarie
"BANESTI",primariabanesti@yahoo.com,JUDETUL PRAHOVA,,Primarie
"BANITA",primariabanita@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"BARAGANUL",primariabaraganulbr@yahoo.com,JUDETUL BRAILA,,Primarie
"BARBATESTI",primariabarbatestigj@yahoo.com,JUDETUL GORJ,,Primarie
"BARBULESTI",primariabarbulesti@yahoo.com,JUDETUL IALOMITA,,Primarie
"BARSAU",primariabarsau@yahoo.com,JUDETUL SATU MARE,,Primarie
"BARU",primariabaru@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"BARZAVA",primariabarzava@clicknet.net,JUDETUL ARAD,,Primarie
"BASCOV",primariabascov@yahoo.com,JUDETUL ARGES,,Primarie
"BATAR",primariabatar@yahoo.com,JUDETUL BIHOR,,Primarie
"BATRANA",primariabatrana@gmail.com,JUDETUL HUNEDOARA,,Primarie
"BATRANI",primariabatrani@yahoo.com,JUDETUL PRAHOVA,,Primarie
"BEBA VECHE",primariabebaveche@yahoo.com,JUDETUL TIMIS,,Primarie
"BECENI",primariabeceni@yahoo.com,JUDETUL BUZAU,,Primarie
"BEIDAUD",primariabeidaud@yahoo.com,JUDETUL TULCEA,,Primarie
"BELIU",primariabeliu@gmail.com,JUDETUL ARAD,,Primarie
"BERCHISESTI",primariaberchisesti@yahoo.com,JUDETUL SUCEAVA,,Primarie
"BERESTI",primariaberesti@yahoo.com,JUDETUL GALATI,,Primarie
"BERESTI-TAZLAU",primariaberesti_tazlau@yahoo.com,JUDETUL BACAU,,Primarie
"BERGHIN",primariaberghin@yahoo.com,JUDETUL ALBA,,Primarie
"BERISLAVESTI",primariaberislavesti@yahoo.com,JUDETUL VALCEA,,Primarie
"BERIU",primariaberiu@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"BERLESTI",primariaberlesti@yahoo.com,JUDETUL GORJ,,Primarie
"BERTEA",primariabertea@yahoo.com,JUDETUL PRAHOVA,,Primarie
"BERZUNTI",primariaberzunti@yahoo.com,JUDETUL BACAU,,Primarie
"BICAZ",primariabicaz@yahoo.com,JUDETUL NEAMT,,Primarie
"BIERTAN",primariabiertan@yahoo.com,JUDETUL SIBIU,,Primarie
"BIRCHIS",primariabirchis@yahoo.com,JUDETUL ARAD,,Primarie
"BIRGHIS",primariabirghis@yahoo.com,JUDETUL SIBIU,,Primarie
"BARLA",primariabirla@yahoo.com,JUDETUL ARGES,,Primarie
"BARSA",primariabirsa@yahoo.com,JUDETUL ARAD,,Primarie
"BISOCA",primariabisoca@yahoo.com,JUDETUL BUZAU,,Primarie
"BISTRA",primariabistra@artelecom.net,JUDETUL MARAMURES,,Primarie
"BISTRITA BARGAULUI",primariabistritabirgaului@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"BIVOLARI",primariabivolari@yahoo.com,JUDETUL IASI,,Primarie
"BLAGESTI",primariablagesti@gmail.com,JUDETUL VASLUI,,Primarie
"BLAJEL",primariablajel@yahoo.co.uk,JUDETUL SIBIU,,Primarie
"BLANDIANA",primariablandiana@yahoo.com,JUDETUL ALBA,,Primarie
"BOROSNEU MARE",primariabmare@yahoo.com,JUDETUL COVASNA,,Primarie
"BOBOTA",primariabobota@yahoo.com,JUDETUL SALAJ,,Primarie
"BOCICOIU MARE",primariabocicoiumare@yahoo.com,JUDETUL MARAMURES,,Primarie
"BOCSA",primariabocsa@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"BOCSA",primariabocsasj@yahoo.com,JUDETUL SALAJ,,Primarie
"BOCSIG",primariabocsig@yahoo.com,JUDETUL ARAD,,Primarie
"BOD",primariabod@yahoo.com,JUDETUL BRASOV,,Primarie
"BODESTI",primariabodesti@yahoo.com,JUDETUL NEAMT,,Primarie
"BOGATI",primariabogati@yahoo.com,JUDETUL ARGES,,Primarie
"BOGDA",primariabogda@yahoo.com,JUDETUL TIMIS,,Primarie
"BOGDANA",primariabogdana@yahoo.co.uk,JUDETUL TELEORMAN,,Primarie
"BOGDANESTI",primariabogdanesti@easynet.ro,JUDETUL BACAU,,Primarie
"BOGDANESTI",primariabogdanesti@yahoo.com,JUDETUL SUCEAVA,,Primarie
"BOGDAN VODA",primariabogdanvoda@yahoo.com,JUDETUL MARAMURES,,Primarie
"BOGHIS",primariaboghis@yahoo.com,JUDETUL SALAJ,,Primarie
"BOITA",primariaboita@yahoo.com,JUDETUL SIBIU,,Primarie
"BOLDUR",primariaboldur@gmail.com,JUDETUL TIMIS,,Primarie
"BONTIDA",primariabontida@yahoo.com,JUDETUL CLUJ,,Primarie
"BORASCU",primariaborascu@yahoo.com,JUDETUL GORJ,,Primarie
"BORCA",primariaborca@yahoo.com,JUDETUL NEAMT,,Primarie
"BORCEA",primariaborcea@yahoo.co.uk,JUDETUL CALARASI,,Primarie
"BORDESTI",primariabordesti@yahoo.com,JUDETUL VRANCEA,,Primarie
"BORDUSANI",primariabordusani@yahoo.com,JUDETUL IALOMITA,,Primarie
"BORLESTI",primariaborlesti@yahoo.com,JUDETUL NEAMT,,Primarie
"BOROAIA",primariaboroaia@yahoo.com,JUDETUL SUCEAVA,,Primarie
"BORSA",primariaborsa@yahoo.com,JUDETUL CLUJ,,Primarie
"BOSANCI",primariabosanci@yahoo.com,JUDETUL SUCEAVA,,Primarie
"BOSOROD",primariabosorod@personal.ro,JUDETUL HUNEDOARA,,Primarie
"BOTENI",primariaboteniarges@yahoo.com,JUDETUL ARGES,,Primarie
"BOZIORU",primariabozioru@yahoo.com,JUDETUL BUZAU,,Primarie
"BRADENI",primariabradeni@yahoo.com,JUDETUL SIBIU,,Primarie
"BRAGADIRU",primariabragadiru@yahoo.com,JUDETUL ILFOV,,Primarie
"BRAHASESTI",primariabrahasesti@yahoo.com,JUDETUL GALATI,,Primarie
"BRANISCA",primariabranisca@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"BRANISTEA",primariabranisteabn@gmail.com,JUDETUL BISTRITA-NASAUD,,Primarie
"BRASTAVATU",primariabrastavatu@judetulolt.ro,JUDETUL OLT,,Primarie
"BRATEIU",primariabrateiu@gmail.com,JUDETUL SIBIU,,Primarie
"BRATES",primariabrates@yahoo.com,JUDETUL COVASNA,,Primarie
"BRAZII",primariabrazii@yahoo.com,JUDETUL IALOMITA,,Primarie
"BREAZA",primariabreazasv@yahoo.com,JUDETUL SUCEAVA,,Primarie
"BREBENI",primariabrebeni@yahoo.com,JUDETUL OLT,,Primarie
"BREBU",primariabrebu@yahoo.com,JUDETUL PRAHOVA,,Primarie
"BRODINA",primariabrodina@yahoo.com,JUDETUL SUCEAVA,,Primarie
"BROSCAUTI",primariabroscauti@hotmail.com,JUDETUL BOTOSANI,,Primarie
"BROSTENI",primariabrosteni@yahoo.com,JUDETUL VRANCEA,,Primarie
"BRUIU",primariabruiu@yahoo.com,JUDETUL SIBIU,,Primarie
"BRUSTUROASA",primariabrusturoasa@yahoo.com,JUDETUL BACAU,,Primarie
"BUCES",primariabuces@clicknet.ro,JUDETUL HUNEDOARA,,Primarie
"BUCIUMENI",primariabuciumeni@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"BUCIUMI",primariabuciumicontab@yahoo.com,JUDETUL BACAU,,Primarie
"BUCURESCI",primariabucuresci@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"BUDA",primariabuda@gmail.com,JUDETUL BUZAU,,Primarie
"BUDEASA",primariabudeasa@personal.ro,JUDETUL ARGES,,Primarie
"BUDESTI",primariabudesti@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"BUDILA",primariabudila@yahoo.com,JUDETUL BRASOV,,Primarie
"BUESTI",primariabuestiil@yahoo.com,JUDETUL IALOMITA,,Primarie
"BUFTEA",primariabuftea@primariabuftea.ro,JUDETUL ILFOV,,Primarie
"BUGHEA DE JOS",primariabugheadejos@yahoo.com,JUDETUL ARGES,,Primarie
"BUHUSI",primariabuhusi@yahoo.com,JUDETUL BACAU,,Primarie
"BUJORENI",primariabujoreni@gmail.com,JUDETUL TELEORMAN,,Primarie
"BUNESTI",primariabunesti@gmail.com,JUDETUL BRASOV,,Primarie
"BURLA",primariaburla@yahoo.com,JUDETUL SUCEAVA,,Primarie
"BUSTUCHIN",primariabustuchin@yahoo.com,JUDETUL GORJ,,Primarie
"BUTENI",primariabuteni@yahoo.com,JUDETUL ARAD,,Primarie
"BUTIMANU",primariabutimanu@gmail.com,JUDETUL DAMBOVITA,,Primarie
"CACICA",primariacacica@yahoo.com,JUDETUL SUCEAVA,,Primarie
"CAIUTI",primariacaiuti@yahoo.com,JUDETUL BACAU,,Primarie
"CALAFINDESTI",primariacalafindesti@yahoo.com,JUDETUL SUCEAVA,,Primarie
"CALAN",primariacalan@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"CALINESTI",primariacalinesti@yahoo.com,JUDETUL MARAMURES,,Primarie
"CALINESTI-OAS",primariacalinestioas@yahoo.com,JUDETUL SATU MARE,,Primarie
"CALUI",primariacalui@yahoo.com,JUDETUL OLT,,Primarie
"CAMAR",primariacamar@yahoo.com,JUDETUL SALAJ,,Primarie
"CAMARZANA",primariacamarzana@gmail.com,JUDETUL SATU MARE,,Primarie
"CAMPULUNG LA TISA",primariacampulunglatisa@yahoo.com,JUDETUL MARAMURES,,Primarie
"CANDESTI",primariacandesti@yahoo.com,JUDETUL BOTOSANI,,Primarie
"CANESTI",primariacanesti@yahoo.com,JUDETUL BUZAU,,Primarie
"CAREI",primariacar@yahoo.com,JUDETUL SATU MARE,,Primarie
"I. L. CARAGIALE",primariacaragiale@gmail.com,JUDETUL DAMBOVITA,,Primarie
"CARAND",primariacarand@yahoo.com,JUDETUL ARAD,,Primarie
"CARBUNESTI",primariacarbunesti@yahoo.com,JUDETUL PRAHOVA,,Primarie
"CASCIOARELE",primariacascioarele2006@yahoo.com,JUDETUL CALARASI,,Primarie
"CATA",primariacata@yahoo.com,JUDETUL BRASOV,,Primarie
"CATALINA",primariacatalina@yahoo.com,JUDETUL COVASNA,,Primarie
"CATINA",primariacatina@yahoo.com,JUDETUL CLUJ,,Primarie
"CATUNELE",primariacatunele@yahoo.com,JUDETUL GORJ,,Primarie
"CAUAS",primariacauas@yahoo.com,JUDETUL SATU MARE,,Primarie
"CONSTANTIN DAICOVICIU",primariacavaran@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"CAVNIC",primariacavnic@yahoo.com,JUDETUL MARAMURES,,Primarie
"CAZASU",primariacazasu@yahoo.com,JUDETUL BRAILA,,Primarie
"CAPU CAMPULUI",primariaccampului@yahoo.com,JUDETUL SUCEAVA,,Primarie
"CETATEA DE BALTA",primariacdb@yahoo.com,JUDETUL ALBA,,Primarie
"CEAMURLIA DE JOS",primariaceamurlia@yahoo.com,JUDETUL TULCEA,,Primarie
"CEATALCHIOI",primariaceatalchioi@gmail.com,JUDETUL TULCEA,,Primarie
"CENADE",primariacenade@yahoo.com,JUDETUL ALBA,,Primarie
"CEPLENITA",primariaceplenita@yahoo.com,JUDETUL IASI,,Primarie
"CEPTURA",primariaceptura@yahoo.com,JUDETUL PRAHOVA,,Primarie
"CERBAL",primariacerbal@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"CERGAU",primariacergau@yahoo.com,JUDETUL ALBA,,Primarie
"CERNATESTI",primariacernatesti@yahoo.com,JUDETUL BUZAU,,Primarie
"CERNA",primariacernatl@yahoo.com,JUDETUL TULCEA,,Primarie
"CERTESTI",primariacertesti@yahoo.com,JUDETUL GALATI,,Primarie
"CERU-BACAINTI",primariacerubacainti@yahoo.com,JUDETUL ALBA,,Primarie
"CEZIENI",primariacezieni@judetulolt.ro,JUDETUL OLT,,Primarie
"CHISINEU-CRIS",primariachcris@yahoo.com,JUDETUL ARAD,,Primarie
"CHINTENI",primariachinteni@yahoo.com,JUDETUL CLUJ,,Primarie
"CHIOJDU",primariachiojdu@yahoo.com,JUDETUL BUZAU,,Primarie
"CHISCANI",primariachiscani@yahoo.com,JUDETUL BRAILA,,Primarie
"CHISELET",primariachiselet@clicknet.ro,JUDETUL CALARASI,,Primarie
"CHISINDIA",primariachisindia@yahoo.com,JUDETUL ARAD,,Primarie
"CHIUIESTI",primariachiuiesti@yahoo.com,JUDETUL CLUJ,,Primarie
"CIACOVA",primariaciacova@primariaiacova.ro,JUDETUL TIMIS,,Primarie
"CICARLAU",primariacicarlau@yahoo.com,JUDETUL MARAMURES,,Primarie
"CICLOVA ROMANA",primariaciclovaromana@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"CILIBIA",primariacilibia@yahoo.com,JUDETUL BUZAU,,Primarie
"CILIENI",primariacilieni@judetulolt.ro,JUDETUL OLT,,Primarie
"POSTA CALNAU",primariacilnau@yahoo.com,JUDETUL BUZAU,,Primarie
"CAMPANI",primariacimpani@yahoo.com,JUDETUL BIHOR,,Primarie
"CINCU",primariacincu@yahoo.com,JUDETUL BRASOV,,Primarie
"CIOBANU",primariaciobanu@yahoo.com,JUDETUL CONSTANTA,,Primarie
"CIOCANESTI",primariaciocanesti@yahoo.com,JUDETUL CALARASI,,Primarie
"CIOCHINA",primariaciochina@yahoo.com,JUDETUL IALOMITA,,Primarie
"CIOCILE",primariaciocile@yahoo.com,JUDETUL BRAILA,,Primarie
"CIOCARLIA",primariaciocirlia@yahoo.com,JUDETUL CONSTANTA,,Primarie
"CIORASTI",primariaciorasti@yahoo.com,JUDETUL VRANCEA,,Primarie
"CIPRIAN PORUMBESCU",primariaciprianporumbescusv@yahoo.com,JUDETUL SUCEAVA,,Primarie
"CIRESU",primariaciresu@yahoo.com,JUDETUL BRAILA,,Primarie
"CISLAU",primariacislau@clicknet.ro,JUDETUL BUZAU,,Primarie
"CIUGUD",primariaciugud@yahoo.com,JUDETUL ALBA,,Primarie
"CIULNITA",primariaciulnita@yahoo.com,JUDETUL IALOMITA,,Primarie
"CIUMESTI",primariaciumesti@yahoo.com,JUDETUL SATU MARE,,Primarie
"CIUPERCENI",primariaciuperceni@yahoo.com,JUDETUL TELEORMAN,,Primarie
"CIUREA",primariaciurea@yahoo.com,JUDETUL IASI,,Primarie
"CIURULEASA",primariaciuruleasa@clicknet.ro,JUDETUL ALBA,,Primarie
"CIZER",primariacizer@yahoo.com,JUDETUL SALAJ,,Primarie
"CLINCENI",primariaclinceni@yahoo.com,JUDETUL ILFOV,,Primarie
"CICEU - MIHAIESTI",primariacm@gmail.com,JUDETUL BISTRITA-NASAUD,,Primarie
"COSTACHE NEGRI",primariacnegri@yahoo.com,JUDETUL GALATI,,Primarie
"COBADIN",primariacobadin@yahoo.com,JUDETUL CONSTANTA,,Primarie
"COCHIRLEANCA",primariacochirleanca@yahoo.com,JUDETUL BUZAU,,Primarie
"COCORA",primariacocorail@yahoo.com,JUDETUL IALOMITA,,Primarie
"COCORASTII MISLII",primariacocorastiimislii@yahoo.com,JUDETUL PRAHOVA,,Primarie
"CODLEA",primariacodlea@yahoo.com,JUDETUL BRASOV,,Primarie
"COLELIA",primariacolelia@yahoo.com,JUDETUL IALOMITA,,Primarie
"COLTI",primariacolti@yahoo.com,JUDETUL BUZAU,,Primarie
"BAIA",primariacombaia@yahoo.com,JUDETUL SUCEAVA,,Primarie
"COMLOSU MARE",primariacomlosumare@yahoo.com,JUDETUL TIMIS,,Primarie
"SCRIOASTEA",primariacomscrioastea@yahoo.com,JUDETUL TELEORMAN,,Primarie
"BOZIENI",primariacomunabozieni@yahoo.com,JUDETUL NEAMT,,Primarie
"BALS",primariacomuneibals@yahoo.com,JUDETUL IASI,,Primarie
"DRANCENI",primariacomuneidranceni@yahoo.com,JUDETUL VASLUI,,Primarie
"FARAU",primariacomuneifarau@yahoo.com,JUDETUL ALBA,,Primarie
"GRECI",primariacomuneigreci@yahoo.com,JUDETUL TULCEA,,Primarie
"METES",primariacomuneimetes@yahoo.com,JUDETUL ALBA,,Primarie
"PIANU",primariacomuneipianu@yahoo.com,JUDETUL ALBA,,Primarie
"PISCOLT",primariacomuneipiscolt@yahoo.com,JUDETUL SATU MARE,,Primarie
