Nume,Email,Judet,Telefon,Tip
ILIA,primaria.ilia@yahoo.com,Hunedoara,,Primarie Comuna
LAPUGIU DE JOS,primar@primarialapugiudejos.ro,Hunedoara,,Primarie Comuna
LELESE,contact@primarialelese.ro,Hunedoara,,Primarie Comuna
LUNCA CERNII DE JOS,lunca_cernii@rds.ro,Hunedoara,,Primarie Comuna
LUNCOIU DE JOS,primarialuncoiudejos@yahoo.com,Hunedoara,,Primarie Comuna
MARTINESTI,primaria@martinesti.ro,Hunedoara,,Primarie Comuna
ORASTIOARA DE SUS,primariaorastioaradesus@yahoo.com,Hunedoara,,Primarie Oras
PESTISU MIC,pestisumic@yahoo.com,Hunedoara,,Primarie Comuna
PUI,primariapui@yahoo.com,Hunedoara,,Primarie Comuna
RACHITOVA,primariarachitova@gmail.com,Hunedoara,,Primarie Comuna
RAPOLTU MARE,romosanliliana@yahoo.com,Hunedoara,,Primarie Comuna
RAU DE MORI,primariaraudemori@yahoo.com,Hunedoara,,Primarie Comuna
RIBITA,primar@ribita.ro,Hunedoara,,Primarie Comuna
ROMOS,office@romos.ro,Hunedoara,,Primarie Comuna
SALASU DE SUS,primariasalasudesus@yahoo.com,Hunedoara,,Primarie Comuna
SANTAMARIA-ORLEA,santamariaorlea@personal.ro,Hunedoara,,Primarie Comuna
SARMIZEGETUSA,primariasarmizegetusa@yahoo.com,Hunedoara,,Primarie Comuna
SOIMUS,primariasoimus@gmail.com,Hunedoara,,Primarie Comuna
TELIUCU INFERIOR,primariateliuc@gmail.com,Hunedoara,,Primarie Comuna
TOMESTI,prim.tomesti@comser.ro,Hunedoara,,Primarie Comuna
TOPLITA,primariatoplita@yahoo.com,Hunedoara,,Primarie Comuna
TOTESTI,primaria.totesti@yahoo.com,Hunedoara,,Primarie Comuna
TURDAS,primariaturdas@yahoo.com,Hunedoara,,Primarie Comuna
VALISOARA,primaria.valisoara@yahoo.com,Hunedoara,,Primarie Comuna
VATA DE JOS,primariavata@clicknet.ro,Hunedoara,,Primarie Comuna
VETEL,primaria_vetel@yahoo.com,Hunedoara,,Primarie Comuna
VORTA,primaria_vorta@yahoo.com,Hunedoara,,Primarie Comuna
ZAM,primaria_zam@yahoo.com,Hunedoara,,Primarie Comuna
MUNICIPIUL SLOBOZIA,office@sloboziail.ro,Ialomita,,Primarie Municipiu
MUNICIPIUL FETESTI,contact@primariafetesti.ro,Ialomita,,Primarie Municipiu
MUNICIPIUL URZICENI,urziceni_primaria@yahoo.com,Ialomita,,Primarie Municipiu
ORAS AMARA,consiliullocalamara@yahoo.com,Ialomita,,Primarie Oras
ORAS CAZANESTI,primcazanesti@yahoo.com,Ialomita,,Primarie Oras
ORAS FIERBINTI-TARG,primariafierbinti@yahoo.com,Ialomita,,Primarie Oras
ORAS TANDAREI,primaria_tandarei@yahoo.com,Ialomita,,Primarie Oras
ADANCATA,nicolaemarian.tatu@yahoo.com,Ialomita,,Primarie Comuna
ALBESTI,albestiprimaria@yahoo.com,Ialomita,,Primarie Comuna
ALEXENI,primaria_alexeni@yahoo.com,Ialomita,,Primarie Comuna
ANDRASESTI,primaria.andrasesti.il@gmail.com,Ialomita,,Primarie Comuna
ARMASESTI,prim_armasesti@yahoo.com,Ialomita,,Primarie Comuna
AXINTELE,primariaaxintele@yahoo.com,Ialomita,,Primarie Comuna
BALACIU,primaria@balaciu.ro,Ialomita,,Primarie Comuna
BARBULESTI,primariabarbulesti@yahoo.com,Ialomita,,Primarie Comuna
BARCANESTI,clbarcanesti@yahoo.com,Ialomita,,Primarie Comuna
BORANESTI,primaria_boranesti@yahoo.com,Ialomita,,Primarie Comuna
BORDUSANI,primariabordusani@yahoo.com,Ialomita,,Primarie Comuna
BRAZII,primariabrazii@yahoo.com,Ialomita,,Primarie Comuna
BUCU,primaria_bucu@yahoo.com,Ialomita,,Primarie Comuna
BUESTI,primariabuestiil@yahoo.com,Ialomita,,Primarie Comuna
CIOCARLIA,primciocarlia@yahoo.com,Ialomita,,Primarie Comuna
CIOCHINA,primariaciochina@yahoo.com,Ialomita,,Primarie Comuna
CIULNITA,primariaciulnita@yahoo.com,Ialomita,,Primarie Comuna
COCORA,primariacocorail@yahoo.com,Ialomita,,Primarie Comuna
COLELIA,primariacolelia@yahoo.com,Ialomita,,Primarie Comuna
COSAMBESTI,primaria.cosimbesti@yahoo.com,Ialomita,,Primarie Comuna
COSERENI,primariacosereni@yahoo.com,Ialomita,,Primarie Comuna
DRAGOESTI,dragoesti@yahoo.com,Ialomita,,Primarie Comuna
DRIDU,primaria_dridu@yahoo.com,Ialomita,,Primarie Comuna
FACAENI,clfacaeni@yahoo.com,Ialomita,,Primarie Comuna
GARBOVI,primgarbovi@yahoo.com,Ialomita,,Primarie Comuna
GHEORGHE DOJA,primaria_gh_doja@yahoo.com,Ialomita,,Primarie Comuna
GHEORGHE LAZAR,primariaghlazar@kfnet.ro,Ialomita,,Primarie Comuna
GIURGENI,primariagiurgeni@clicknet.ro,Ialomita,,Primarie Comuna
GRINDU,primgrindu@yahoo.com,Ialomita,,Primarie Comuna
GRIVITA,primariagrivita@yahoo.com,Ialomita,,Primarie Comuna
GURA IALOMITEI,primaria_guraialomitei@yahoo.com,Ialomita,,Primarie Comuna
ION ROATA,primaria_ionroata@yahoo.com,Ialomita,,Primarie Comuna
JILAVELE,jilavele@yahoo.com,Ialomita,,Primarie Comuna
MAIA,primariamaia@yahoo.com,Ialomita,,Primarie Comuna
MANASIA,primmanasia@gmail.com,Ialomita,,Primarie Comuna
MARCULESTI,primariamarculesti@yahoo.com,Ialomita,,Primarie Comuna
MIHAIL KOGALNICEANU,primariakogalniceanu@yahoo.com,Ialomita,,Primarie Comuna
MILOSESTI,primaria_milosesti@yahoo.com,Ialomita,,Primarie Comuna
MOLDOVENI,primariamoldoveniil@yahoo.com,Ialomita,,Primarie Comuna
MOVILA,primariamovila@yahoo.com,Ialomita,,Primarie Comuna
MUNTENI-BUZAU,primariamuntenibuzau@yahoo.com,Ialomita,,Primarie Comuna
OGRADA,primaria_ograda@yahoo.com,Ialomita,,Primarie Comuna
PERIETI,primariaperieti@yahoo.com,Ialomita,,Primarie Comuna
PLATONESTI,primaria_platonesti@yahoo.com,Ialomita,,Primarie Comuna
REVIGA,prim_reviga@yahoo.com,Ialomita,,Primarie Comuna
ROSIORI,consiliullocalrosiori@yahoo.com,Ialomita,,Primarie Comuna
SALCIOARA,primaria_salcioara@yahoo.com,Ialomita,,Primarie Comuna
SARATENI,primaria.sarateni.il@teletehnic.ro,Ialomita,,Primarie Comuna
SAVENI,primariasaveni@yahoo.com,Ialomita,,Primarie Comuna
SCANTEIA,primariascinteia@yahoo.com,Ialomita,,Primarie Comuna
SFANTU GHEORGHE,primariasfghe@yahoo.com,Ialomita,,Primarie Comuna
SINESTI,primaria_sinesti_il@yahoo.com,Ialomita,,Primarie Comuna
STELNICA,p_stelnica@yahoo.com,Ialomita,,Primarie Comuna
SUDITI,primariasuditi@yahoo.com,Ialomita,,Primarie Comuna
TRAIAN,primariacomuneitraian@yahoo.com,Ialomita,,Primarie Comuna
VALEA CIORII,pvaleaciorii@yahoo.com,Ialomita,,Primarie Comuna
VALEA MACRISULUI,valeamacrisului@yahoo.com,Ialomita,,Primarie Comuna
MUNICIPIUL IASI,informatii@primaria-iasi.ro,Iasi,,Primarie Municipiu
MUNICIPIUL PASCANI,contact@primariapascani.ro,Iasi,,Primarie Municipiu
ORAS HARLAU,primariahirlau@yahoo.com,Iasi,,Primarie Oras
ORAS PODU ILOAIEI,podu_iloaiei@yahoo.com,Iasi,,Primarie Oras
ORAS TARGU FRUMOS,atps1@primariatg-frumos.ro,Iasi,,Primarie Oras
ALEXANDRU I. CUZA,primaria_aicuza@yahoo.com,Iasi,,Primarie Comuna
ANDRIESENI,andrieseniprimaria@yahoo.com,Iasi,,Primarie Comuna
ARONEANU,primariaaroneanu@yahoo.com,Iasi,,Primarie Comuna
BALS,primariacomuneibals@yahoo.com,Iasi,,Primarie Comuna
BALTATI,primariabaltati_is@yahoo.com,Iasi,,Primarie Comuna
BARNOVA,contact@primariabirnova.ro,Iasi,,Primarie Comuna
BELCESTI,primaria_belcesti@yahoo.com,Iasi,,Primarie Comuna
BIVOLARI,primariabivolari@yahoo.com,Iasi,,Primarie Comuna
BRAESTI,primaria_braesti_iasi@yahoo.com,Iasi,,Primarie Comuna
BUTEA,primaria_butea@yahoo.com,Iasi,,Primarie Comuna
CEPLENITA,primariaceplenita@yahoo.com,Iasi,,Primarie Comuna
CIOHORANI,cristianalbu_2007@yahoo.com,Iasi,,Primarie Comuna
CIORTESTI,primaria.ciortesti@yahoo.com,Iasi,,Primarie Comuna
CIUREA,primariaciurea@yahoo.com,Iasi,,Primarie Comuna
COARNELE CAPREI,secretar@coarnelecaprei.ro,Iasi,,Primarie Comuna
COMARNA,comarnaiasi@yahoo.com,Iasi,,Primarie Comuna
COSTESTI,secretar@primariacostesti.ro,Iasi,,Primarie Comuna
COSTULENI,costulenisecretar@yahoo.com,Iasi,,Primarie Comuna
COTNARI,primaria_cotnari@yahoo.com,Iasi,,Primarie Comuna
COZMESTI,comunacozmesti@yahoo.com,Iasi,,Primarie Comuna
CRISTESTI,primaria.cristesti.iasi@gmail.com,Iasi,,Primarie Comuna
CUCUTENI,secretar@primariacucuteni.ro,Iasi,,Primarie Comuna
DAGATA,primariadagata@yahoo.com,Iasi,,Primarie Comuna
DELENI,primaria@comunadeleni.ro,Iasi,,Primarie Comuna
DOBROVAT,primariadobrovat@yahoo.com,Iasi,,Primarie Comuna
DRAGUSENI,prisacaru_adina@yahoo.com,Iasi,,Primarie Comuna
DUMESTI,primariadumesti@yahoo.com,Iasi,,Primarie Comuna
ERBICENI,erbiceniprimaria@yahoo.com,Iasi,,Primarie Comuna
FANTANELE,primariafantaneleiasi@yahoo.com,Iasi,,Primarie Comuna
FOCURI,primariafocuri@yahoo.com,Iasi,,Primarie Comuna
GOLAIESTI,primariagolaiesti@yahoo.com,Iasi,,Primarie Comuna
GORBAN,primariagorban@yahoo.com,Iasi,,Primarie Comuna
GRAJDURI,primar@primariagrajduri.ro,Iasi,,Primarie Comuna
GROPNITA,primaria_gropnita@email.ro,Iasi,,Primarie Comuna
GROZESTI,p_grozesti@yahoo.com,Iasi,,Primarie Comuna
HARMANESTI,primaria_harmanesti@yahoo.com,Iasi,,Primarie Comuna
HELESTENI,primariahelesteni@yahoo.com,Iasi,,Primarie Comuna
HOLBOCA,primariaholboca@yahoo.com,Iasi,,Primarie Comuna
HORLESTI,primariahorlesti@yahoo.com,Iasi,,Primarie Comuna
ION NECULCE,primaria_ionneculce2000@yahoo.com,Iasi,,Primarie Comuna
IPATELE,ipateleprimaria@yahoo.com,Iasi,,Primarie Comuna
LETCANI,primarialetcani@yahoo.co.uk,Iasi,,Primarie Comuna
LUNGANI,primaria_lungani@yahoo.com,Iasi,,Primarie Comuna
MADARJAC,primariamadarjac@yahoo.com,Iasi,,Primarie Comuna
MIRCESTI,primariamircesti@yahoo.com,Iasi,,Primarie Comuna
MIRONEASA,primaria_mironeasa@yahoo.com,Iasi,,Primarie Comuna
MIROSLAVA,secretar@primariamiroslava.ro,Iasi,,Primarie Comuna
MIROSLOVESTI,contactprimariamiroslovesti@yahoo.com,Iasi,,Primarie Comuna
MOGOSESTI,mogosestiprimaria@yahoo.com,Iasi,,Primarie Comuna
MOGOSESTI-SIRET,mogosesti_siret@yahoo.com,Iasi,,Primarie Comuna
MOSNA,primariemosna@yahoo.com,Iasi,,Primarie Comuna
MOVILENI,movileni_iasi@yahoo.com,Iasi,,Primarie Comuna
OTELENI,secretar@primariaoteleni.ro,Iasi,,Primarie Comuna
PLUGARI,primaria_plugari@yahoo.com,Iasi,,Primarie Comuna
PRISACANI,primaria_prisacani@yahoo.com,Iasi,,Primarie Comuna
PROBOTA,primariaprobota@yahoo.com,Iasi,,Primarie Comuna
RACHITENI,primariarachiteni@yahoo.com,Iasi,,Primarie Comuna
RADUCANENI,primariaraducaneni@yahoo.com,Iasi,,Primarie Comuna
REDIU,primariarediu.iasi@yahoo.com,Iasi,,Primarie Comuna
ROMANESTI,primariaromanesti@yahoo.com,Iasi,,Primarie Comuna
ROSCANI,primar@primariaroscani.ro,Iasi,,Primarie Comuna
RUGINOASA,ruginoasaprimaria@yahoo.com,Iasi,,Primarie Comuna
SCANTEIA,primar@primariascinteia.ro,Iasi,,Primarie Comuna
SCHEIA,primaria.scheia@yahoo.com,Iasi,,Primarie Comuna
SCHITU DUCA,primaria_schituduca@yahoo.com,Iasi,,Primarie Comuna
SCOBINTI,primaria_scobinti@yahoo.com,Iasi,,Primarie Comuna
SINESTI,sinestiprimaria@yahoo.com,Iasi,,Primarie Comuna
SIPOTE,primariasipote@yahoo.com,Iasi,,Primarie Comuna
SIRETEL,primaria-siretel@siretel.ro,Iasi,,Primarie Comuna
STOLNICENI PRAJESCU,primaria@stolniceni.ro,Iasi,,Primarie Comuna
STRUNGA,primaria_strunga@yahoo.com,Iasi,,Primarie Comuna
TANSA,cltansa@yahoo.com,Iasi,,Primarie Comuna
TATARUSI,primaria_tatarusi@yahoo.com,Iasi,,Primarie Comuna
TIBANESTI,primariatibanesti@email.ro,Iasi,,Primarie Comuna
TIGANASI,primaria_com_tiganasi@yahoo.com,Iasi,,Primarie Comuna
TODIRESTI,contact@primariatodiresti.ro,Iasi,,Primarie Comuna
TOMESTI,primaria_comunei_tomesti@yahoo.co.uk,Iasi,,Primarie Comuna
TRIFESTI,primaria_trifesti@yahoo.com,Iasi,,Primarie Comuna
TUTORA,primariatutora@yahoo.com,Iasi,,Primarie Comuna
UNGHENI,primariaungheniiasi@yahoo.com,Iasi,,Primarie Comuna
VALEA LUPULUI,primaria_valealupului@yahoo.com,Iasi,,Primarie Comuna
VALEA SEACA,contact@valeaseaca.ro,Iasi,,Primarie Comuna
VICTORIA,primariavictoria@yahoo.com,Iasi,,Primarie Comuna
VLADENI,primariavladeni@yahoo.com,Iasi,,Primarie Comuna
VOINESTI,primariavoinesti@yahoo.com,Iasi,,Primarie Comuna
ORAS BRAGADIRU,primariabragadiru@yahoo.com,Ilfov,,Primarie Oras
ORAS BUFTEA,primariabuftea@primariabuftea.ro,Ilfov,,Primarie Oras
ORAS CHITILA,primar@primariachitila.ro,Ilfov,,Primarie Oras
ORAS MAGURELE,primaria@magurele.ro,Ilfov,,Primarie Oras
ORAS OTOPENI,secretariat@otopeniro.ro,Ilfov,,Primarie Oras
ORAS PANTELIMON,secretariat@primariapantelimon.ro,Ilfov,,Primarie Oras
ORAS POPESTI LEORDENI,primar@ppl.ro,Ilfov,,Primarie Oras
ORAS VOLUNTARI,primaria-voluntari@primaria-voluntari.ro,Ilfov,,Primarie Oras
1 DECEMBRIE,primaria1dec@yahoo.com,Ilfov,,Primarie Comuna
BALOTESTI,gulie.mariana@yahoo.com,Ilfov,,Primarie Comuna
BERCENI,primaria_berceni@yahoo.com,Ilfov,,Primarie Comuna
BRANESTI,primaria_branesti@yahoo.com,Ilfov,,Primarie Comuna
CERNICA,primaria_cernica@yahoo.com,Ilfov,,Primarie Comuna
CHIAJNA,registratura@primariachiajna.ro,Ilfov,,Primarie Comuna
CIOLPANI,primaria.ciolpani@gmail.com,Ilfov,,Primarie Comuna
CIOROGARLA,contact@primariaciorogarla.ro,Ilfov,,Primarie Comuna
CLINCENI,primariaclinceni@yahoo.com,Ilfov,,Primarie Comuna
COPACENI,primariacopaceni@yahoo.com,Ilfov,,Primarie Comuna
CORBEANCA,secretar@primariacorbeanca.ro,Ilfov,,Primarie Comuna
CORNETU,primariacornetu@yahoo.com,Ilfov,,Primarie Comuna
DARASTI-ILFOV,primaria_darasti_ilfov@yahoo.com,Ilfov,,Primarie Comuna
DASCALU,contact@comunadascalu.ro,Ilfov,,Primarie Comuna
DOBROESTI,primariadobroiesti@gamail.com,Ilfov,,Primarie Comuna
GANEASA,primaria_ganeasa@yahoo.com,Ilfov,,Primarie Comuna
GLINA,primariaglina@yahoo.com,Ilfov,,Primarie Comuna
GRADISTEA,gradistea2007@yahoo.com,Ilfov,,Primarie Comuna
GRUIU,primariagruiu06@yahoo.com,Ilfov,,Primarie Comuna
JILAVA,primaria_jilava@yahoo.com,Ilfov,,Primarie Comuna
MOARA VLASIEI,dumitru_eugenia66@yahoo.com,Ilfov,,Primarie Comuna
MOGOSOAIA,office@mogosoaia.ro,Ilfov,,Primarie Comuna
NUCI,secretar@primarianuci.ro,Ilfov,,Primarie Comuna
PETRACHIOAIA,primaria_petrachioaia@yahoo.com,Ilfov,,Primarie Comuna
SNAGOV,primaria_snagov@yahoo.com,Ilfov,,Primarie Comuna
STEFANESTII DE JOS,office@primariastefanesti.ro,Ilfov,,Primarie Comuna
TUNARI,contact@primaria-tunari.ro,Ilfov,,Primarie Comuna
VIDRA,primariavidra@yahoo.com,Ilfov,,Primarie Comuna
MUNICIPIUL BAIA MARE,doriana.nica@baiamarecity.ro,Maramures,,Primarie Municipiu
MUNICIPIUL SIGHETU MARMATIEI,primaria@primariasighet.ro,Maramures,,Primarie Municipiu
ORAS BAIA SPRIE,primaria@baiasprie.ro,Maramures,,Primarie Oras
ORAS BORSA,turismlaborsa@yahoo.com,Maramures,,Primarie Oras
ORAS CAVNIC,primariacavnic@yahoo.com,Maramures,,Primarie Oras
ORAS DRAGOMIRESTI,primaria.dragomiresti@yahoo.com,Maramures,,Primarie Oras
ORAS SALISTEA DE SUS,primariasalistea@yahoo.com,Maramures,,Primarie Oras
ORAS SEINI,primariaseini@yahoo.com,Maramures,,Primarie Oras
ORAS SOMCUTA MARE,primaria.somcutamare@gmail.com,Maramures,,Primarie Oras
ORAS TARGU LAPUS,primaria_tgl@yahoo.com,Maramures,,Primarie Oras
ORAS TAUTII-MAGHERAUS,secretartautimm@yahoo.com,Maramures,,Primarie Oras
ORAS ULMENI,consiliullocal_ulmeni@yahoo.com,Maramures,,Primarie Oras
ARDUSAT,primaria@ardusat.ro,Maramures,,Primarie Comuna
ARINIS,mariana.pacurar@yahoo.com,Maramures,,Primarie Comuna
ASUAJU DE SUS,primaria.asuaj@yahoo.com,Maramures,,Primarie Comuna
BAITA DE SUB CODRU,primaria_baita@yahoo.com,Maramures,,Primarie Comuna
BAIUT,primariabaiut@yahoo.com,Maramures,,Primarie Comuna
BARSANA,contabilitate.birsana@gmail.com,Maramures,,Primarie Comuna
BASESTI,primaria_basesti@yahoo.com,Maramures,,Primarie Comuna
BICAZ,tamasan.nicolae@yahoo.com,Maramures,,Primarie Comuna
BISTRA,primariabistra@artelecom.net,Maramures,,Primarie Comuna
BOCICOIU MARE,primariabocicoiumare@yahoo.com,Maramures,,Primarie Comuna
BOGDAN VODA,primariabogdanvoda@yahoo.com,Maramures,,Primarie Comuna
BOIU MARE,primaria_boiumare@yahoo.com,Maramures,,Primarie Comuna
BOTIZA,comunabotiza@yahoo.com,Maramures,,Primarie Comuna
BUDESTI,primariebudesti@yahoo.com,Maramures,,Primarie Comuna
CALINESTI,primariacalinesti@yahoo.com,Maramures,,Primarie Comuna
CAMPULUNG LA TISA,primariacampulunglatisa@yahoo.com,Maramures,,Primarie Comuna
CERNESTI,cernestimm@comunacernesti.ro,Maramures,,Primarie Comuna
CICARLAU,primariacicarlau@yahoo.com,Maramures,,Primarie Comuna
COAS,primaria_coas@yahoo.com,Maramures,,Primarie Comuna
COLTAU,primaria_coltau@yahoo.com,Maramures,,Primarie Comuna
COPALNIC-MANASTUR,copalnicmanastur@yahoo.com,Maramures,,Primarie Comuna
COROIENI,primariacoroieni@email.ro,Maramures,,Primarie Comuna
CUPSENI,primariacupseni@yahoo.com,Maramures,,Primarie Comuna
DESESTI,primar@primariadesesti.ro,Maramures,,Primarie Comuna
DUMBRAVITA,primariadumbravita@yahoo.com,Maramures,,Primarie Comuna
FARCASA,primaria@farcasa-mm.ro,Maramures,,Primarie Comuna
GARDANI,primaria_gardani@yahoo.com,Maramures,,Primarie Comuna
GIULESTI,ghvraja@gmail.com,Maramures,,Primarie Comuna
GROSII TIBLESULUI,primariagt@clicknet.ro,Maramures,,Primarie Comuna
IEUD,primardavid@yahoo.com,Maramures,,Primarie Comuna
LAPUS,primarialapus@personal.ro,Maramures,,Primarie Comuna
LEORDINA,primaria_leordina@yahoo.com,Maramures,,Primarie Comuna
MIRESU MARE,primariamm@yahoo.com,Maramures,,Primarie Comuna
MOISEI,moiseiprimaria@yahoo.com,Maramures,,Primarie Comuna
OARTA DE JOS,primariaoarta@yahoo.com,Maramures,,Primarie Comuna
OCNA SUGATAG,primaria@primariaocnasugatag.ro,Maramures,,Primarie Comuna
ONCESTI,primaria_oncesti_maramures@yahoo.com,Maramures,,Primarie Comuna
PETROVA,primariapetrova@yahoo.com,Maramures,,Primarie Comuna
POIENILE DE SUB MUNTE,contact@poieni.ro,Maramures,,Primarie Comuna
POIENILE IZEI,primariapoienileizei@yahoo.com,Maramures,,Primarie Comuna
RECEA,primariarecea2000@yahoo.com,Maramures,,Primarie Comuna
REMETEA CHIOARULUI,primariaremeteachioarului@yahoo.com,Maramures,,Primarie Comuna
REMETI,primariaremeti@yahoo.com,Maramures,,Primarie Comuna
REPEDEA,primariarcontact@primariarepedea.ro,Maramures,,Primarie Comuna
RONA DE JOS,secretar@primariaronadejos.ro,Maramures,,Primarie Comuna
RONA DE SUS,primaria_ronadesus@yahoo.com,Maramures,,Primarie Comuna
RUSCOVA,primar@ruscova.ro,Maramures,,Primarie Comuna
SACALASENI,primaria_sacalaseni@yahoo.com,Maramures,,Primarie Comuna
SACEL,primaria_sacel@yahoo.com,Maramures,,Primarie Comuna
SALSIG,primaria_salsig@yahoo.com,Maramures,,Primarie Comuna
SAPANTA,p_sapanta@yahoo.com,Maramures,,Primarie Comuna
SARASAU,primaria_sarasau2000@yahoo.com,Maramures,,Primarie Comuna
SATULUNG,primariasatulung@yahoo.com,Maramures,,Primarie Comuna
SISESTI,primariasisesti@yahoo.com,Maramures,,Primarie Comuna
SUCIU DE SUS,vaprimaria_suciu@yahoo.com,Maramures,,Primarie Comuna
VADU IZEI,vaduizeiprimaria@yahoo.com,Maramures,,Primarie Comuna
VALEA CHIOARULUI,primaria_chioar@yahoo.com,Maramures,,Primarie Comuna
VIMA MICA,primaria_primariavima@email.ro,Maramures,,Primarie Comuna
VISEU DE JOS,primaria_viseu_de_jos@yahoo.com,Maramures,,Primarie Comuna
MUNICIPIUL DROBETA-TURNU SEVERIN,primaria@primariadrobeta.ro,Mehedinti,,Primarie Municipiu
MUNICIPIUL ORSOVA,primariaorsova@primariaorsova.ro,Mehedinti,,Primarie Municipiu
ORAS BAIA DE ARAMA,primaria_bda@yahoo.com,Mehedinti,,Primarie Oras
ORAS STREHAIA,primariastrehaia@yahoo.com,Mehedinti,,Primarie Oras
ORAS VANJU MARE,primariavanjumare@yahoo.com,Mehedinti,,Primarie Oras
BACLES,clbicles@sejmh.ro,Mehedinti,,Primarie Comuna
BALA,clbala@sejmh.ro,Mehedinti,,Primarie Comuna
BALACITA,clbalacita@sejmh.ro,Mehedinti,,Primarie Comuna
BALTA,clbalta@sejmh.ro,Mehedinti,,Primarie Comuna
BALVANESTI,clbalvanesti@sejmh.ro,Mehedinti,,Primarie Comuna
BRANISTEA,clbranistea@sejmh.ro,Mehedinti,,Primarie Comuna
BREZNITA-MOTRU,clbreznitamotru@sejmh.ro,Mehedinti,,Primarie Comuna
BREZNITA-OCOL,clbreznita@sejmh.ro,Mehedinti,,Primarie Comuna
BROSTENI,clbrosteni@sejmh.ro,Mehedinti,,Primarie Comuna
BURILA MARE,clburila@sejmh.ro,Mehedinti,,Primarie Comuna
BUTOIESTI,clbutoiesti@sejmh.ro,Mehedinti,,Primarie Comuna
CAZANESTI,clcazanesti@sejmh.ro,Mehedinti,,Primarie Comuna
CIRESU,clciresu@sejmh.ro,Mehedinti,,Primarie Comuna
CORCOVA,clcorcova@sejmh.ro,Mehedinti,,Primarie Comuna
CORLATEL,clcorlatel@sejmh.ro,Mehedinti,,Primarie Comuna
CUJMIR,clcujmir@sejmh.ro,Mehedinti,,Primarie Comuna
DARVARI,cldirvari@sejmh.ro,Mehedinti,,Primarie Comuna
DEVESEL,cldevesel@sejmh.ro,Mehedinti,,Primarie Comuna
DUBOVA,cldubova@sejmh.ro,Mehedinti,,Primarie Comuna
DUMBRAVA,primaria.dumbrava@yahoo.com,Mehedinti,,Primarie Comuna
ESELNITA,cleselnita@sejmh.ro,Mehedinti,,Primarie Comuna
FLORESTI,clfloresti@sejmh.ro,Mehedinti,,Primarie Comuna
GARLA MARE,clgirlamare@sejmh.ro,Mehedinti,,Primarie Comuna
GODEANU,clgodeanu@sejmh.ro,Mehedinti,,Primarie Comuna
GOGOSU,clgogosu@sejmh.ro,Mehedinti,,Primarie Comuna
GRECI,clgreci@sejmh.ro,Mehedinti,,Primarie Comuna
GROZESTI,clgrozesti@sejmh.ro,Mehedinti,,Primarie Comuna
GRUIA,clgruia@sejmh.ro,Mehedinti,,Primarie Comuna
HINOVA,clhinova@sejmh.ro,Mehedinti,,Primarie Comuna
HUSNICIOARA,clhusnicioara@sejmh.ro,Mehedinti,,Primarie Comuna
ILOVAT,clilovat@sejmh.ro,Mehedinti,,Primarie Comuna
ILOVITA,conslocalilovita@artelecom.net,Mehedinti,,Primarie Comuna
ISVERNA,clisverna@sejmh.ro,Mehedinti,,Primarie Comuna
IZVORU BARZII,clizvorul@sejmh.ro,Mehedinti,,Primarie Comuna
JIANA,cljiana@sejmh.ro,Mehedinti,,Primarie Comuna
LIVEZILE,cllivezile@sejmh.ro,Mehedinti,,Primarie Comuna
MALOVAT,clmalovat@sejmh.ro,Mehedinti,,Primarie Comuna
OBARSIA DE CAMP,clobarsia@sejmh.ro,Mehedinti,,Primarie Comuna
OBARSIA-CLOSANI,gmotea@yahoo.com,Mehedinti,,Primarie Comuna
OPRISOR,cloprisor@sejmh.ro,Mehedinti,,Primarie Comuna
PADINA,clpadina@sejmh.ro,Mehedinti,,Primarie Comuna
PATULELE,cl_patulele@yahoo.com,Mehedinti,,Primarie Comuna
PODENI,clpodeni@sejmh.ro,Mehedinti,,Primarie Comuna
PONOARELE,primariaponoarele@yahoo.com,Mehedinti,,Primarie Comuna
POROINA MARE,clporoina@sejmh.ro,Mehedinti,,Primarie Comuna
PRISTOL,clpristol@sejmh.ro,Mehedinti,,Primarie Comuna
PRUNISOR,primarieprunisor@yahoo.com,Mehedinti,,Primarie Comuna
PUNGHINA,clpunghina@sejmh.ro,Mehedinti,,Primarie Comuna
ROGOVA,clrogova@sejmh.ro,Mehedinti,,Primarie Comuna
SALCIA,pantelimongelu@yahoo.com,Mehedinti,,Primarie Comuna
SIMIAN,clsimian@sejmh.ro,Mehedinti,,Primarie Comuna
SISESTI,primariasisestimh@yahoo.com,Mehedinti,,Primarie Comuna
SOVARNA,clsovarna@sejmh.ro,Mehedinti,,Primarie Comuna
STANGACEAUA,clstangaceaua@sejmh.ro,Mehedinti,,Primarie Comuna
SVINITA,primariasvinita@yahoo.com,Mehedinti,,Primarie Comuna
TAMNA,cltimna@sejmh.ro,Mehedinti,,Primarie Comuna
VANATORI,clvinatori@sejmh.ro,Mehedinti,,Primarie Comuna
VANJULET,clvanjulet@sejmh.ro,Mehedinti,,Primarie Comuna
VLADAIA,clvladaia@sejmh.ro,Mehedinti,,Primarie Comuna
VOLOIAC,primariavoloiac@yahoo.com,Mehedinti,,Primarie Comuna
VRATA,clvrata@sejmh.ro,Mehedinti,,Primarie Comuna
MUNICIPIUL TARGU MURES,tgmures@cjmures.ro,Mures,,Primarie Municipiu
MUNICIPIUL REGHIN,reghin@cjmures.ro,Mures,,Primarie Municipiu
MUNICIPIUL SIGHISOARA,sighisoara@cjmures.ro,Mures,,Primarie Municipiu
